CAT:DECK
RES:rrm
TUP:v2.NARRM.piControl,NARRM,chrysalis,c18df3c0834abd2b5c63899e37559ccd,
TUP:v2.NARRM.abrupt-4xCO2_0101,NARRM,chrysalis,1eb5423d852764bbcd1bf67b180efc43,
TUP:v2.NARRM.1pctCO2_0101,NARRM,chrysalis,80e6c83b39d58cb00876506deabfd8c2,

