CAT:Historical
RES:rrm
TUP:v2.NARRM.historical_0151,NARRM,cori-knl,,
TUP:v2.NARRM.historical_0201,NARRM,cori-knl,,
TUP:v2.NARRM.historical_0251,NARRM,cori-knl,,
TUP:v2.NARRM.historical_0301,NARRM,chrysalis,24147fbb5d601e1bd6fcae6ace72968c,
TUP:v2.NARRM.historical_0101_bonus,NARRM,chrysalis,,
