CAT:RFMIP
RES:low_res
TUP:v2.LR.piClim-control,LR,chrysalis,6ce41c36ea2f86e984d12d364085323e,piClim-control,1
TUP:v2.LR.piClim-histall_0021,LR,chrysalis,c932625975561731c96124c4b3105b44,piClim-histall,1
TUP:v2.LR.piClim-histall_0031,LR,chrysalis,,piClim-histall,2
TUP:v2.LR.piClim-histall_0041,LR,chrysalis,0e9d9fbc8a132299fed161bd833fdd43,piClim-histall,3
TUP:v2.LR.piClim-histaer_0021,LR,chrysalis,442ebb4ff467d8c9f57c5d5b4ec37bd9,piClim-histaer,1
TUP:v2.LR.piClim-histaer_0031,LR,chrysalis,,piClim-histaer,2
TUP:v2.LR.piClim-histaer_0041,LR,chrysalis,a67cf4f46aa6ca5f568b5a14f0b2f887,piClim-histaer,3
