RES:low_res
CAT:AMIP
TUP:v2.LR.amip_0101,LR,chrysalis,a6cff5ea277dd3a08be6bbc4b1c84a69,amip,1
TUP:v2.LR.amip_0201,LR,chrysalis,64e0fae59c1f6a48da0cae534c8be4a1,amip,2
TUP:v2.LR.amip_0301,LR,chrysalis,6ae0ba340ef42b945c8573e9e5d7a0c7,amip,3
TUP:v2.LR.amip_0101_bonus,LR,chrysalis,c4b1c7337e89134fca7420437992ea97,None,None
