CAT:AMIP
RES:rrm
TUP:v2.NARRM.amip_0101,NARRM,chrysalis,930b7fc7e946910c3c8e716f733d0f31,
TUP:v2.NARRM.amip_0201,NARRM,chrysalis,a8326dd3922cbf32dccedb494fcedffb,
TUP:v2.NARRM.amip_0301,NARRM,chrysalis,f8bcd50a7e9c5ef8253908b73ee7471c,
TUP:v2.NARRM.amip_0101_bonus,NARRM,chrysalis,,
